dbtools.py[LINE:35]# ERROR    [2018-10-01 16:26:47,262]  DB creation error: (<class 'psycopg2.ProgrammingError'>, ProgrammingError('database "garage" already exists\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:06,662]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:06,662]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:10,093]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:10,093]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:14,772]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:14,773]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:15,814]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:15,815]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:24,212]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:24,212]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:25,254]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:25,254]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:25,381]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:25,381]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:27,141]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:27,141]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:29,337]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:29,338]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:29,564]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:29,564]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:37,253]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:37,253]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:37,377]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:37,378]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:44,015]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:44,015]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:50,666]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:50,673]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...year, kmage, price) VALUES (\'Audi\', \'Q5\', \'2018\', \'\', \'33795...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:58,162]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:58,162]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:58,166]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:58,166]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:58,805]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:58,805]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:19:59,886]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:19:59,887]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:20:07,736]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:20:07,737]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:20:13,248]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:20:13,248]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:20:13,249]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:20:13,249]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:20:16,096]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:20:16,096]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:20:27,187]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:20:27,187]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:20:27,859]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:20:27,860]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:20:37,388]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:20:37,388]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:20:37,684]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:20:37,685]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:20:37,851]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:20:37,851]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:20:41,013]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:20:41,013]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:20:42,768]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:20:42,769]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:20:48,736]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:20:48,736]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:20:49,358]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:20:49,359]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:20:49,459]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:20:49,467]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...year, kmage, price) VALUES (\'Audi\', \'Q7\', \'2018\', \'\', \'53500...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:21:01,411]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:21:01,412]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:21:01,904]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:21:01,904]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:21:19,005]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:21:19,005]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:21:19,820]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:21:19,820]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:21:28,399]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:21:28,399]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:21:28,787]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:21:28,787]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:21:42,901]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:21:42,902]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:22:00,084]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:22:00,084]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:22:00,181]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:22:00,182]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:22:04,596]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:22:04,597]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:22:57,563]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:22:57,564]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:22:58,561]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:22:58,561]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:23:36,544]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:23:36,554]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...year, kmage, price) VALUES (\'Audi\', \'Q7\', \'2018\', \'\', \'53500...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:23:44,789]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 01:23:44,789]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 01:24:08,192]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
